Misin01G000100	AT1G09020
Misin01G098900	AT1G63850
Misin01G099000	None
Misin01G099100	None
Misin01G099200	None
Misin01G099300	AT5G66780
Misin01G099400	None
Misin01G099500	None
Misin01G099600	AT4G34490
Misin01G099700	AT5G42720
Misin01G099800	AT5G22010
Misin01G099900	AT5G66750
Misin01G100000	AT4G34430
Misin01G100100	AT5G21050
Misin01G100200	None
Misin01G100300	AT1G54690
Misin01G100400	AT1G27100
Misin01G100500	AT5G06660
Misin01G100600	None
Misin01G100700	AT5G18490
Misin01G100800	AT1G64790
Misin01G100900	None
Misin01G101000	AT1G17950
Misin01G101100	AT5G17330
Misin01G101200	None
Misin01G101300	AT2G02040
Misin01G101400	AT2G02040
Misin01G101500	AT2G41970
Misin01G101600	AT2G45670
Misin01G101700	AT1G09570
Misin01G101800	AT3G09600
Misin01G101900	AT5G52660
Misin01G102000	AT1G73460
Misin01G102100	AT1G73480
Misin01G102200	AT3G17770
Misin01G102300	AT3G17770
Misin01G102400	AT2G01910
Misin01G102500	AT2G45180
Misin01G102600	AT5G37780
Misin01G102700	AT1G02410
Misin01G102800	AT4G24660
Misin01G102900	AT4G38180
Misin01G103000	AT3G12110
Misin01G103100	AT1G24807
Misin01G103100	AT1G25220
Misin01G103100	AT5G57890
Misin01G103200	AT3G17800
Misin01G103300	AT2G01830
Misin01G103400	AT2G21820
Misin01G103500	AT1G11020
Misin01G103600	AT1G14730
Misin01G103700	AT1G66150
Misin01G103800	None
Misin01G103900	None
Misin01G104000	AT1G66170
Misin01G104100	AT4G36630
Misin01G104200	None
Misin01G104300	AT5G40830
Misin01G104400	AT1G67960
Misin01G104500	None
Misin01G104600	AT1G74260
Misin01G104700	AT4G12790
Misin01G104800	None
Misin01G104900	None
Misin01G105000	None
Misin01G105100	AT4G19990
Misin01G105200	None
Misin01G105300	None
Misin01G105400	None
Misin01G105500	AT4G17720
Misin01G105600	AT1G73500
Misin01G105700	AT1G18350
Misin01G105800	AT5G37510
Misin01G105900	AT2G01755
Misin01G106000	AT3G14760
Misin01G106100	AT1G14830
Misin01G106200	AT3G10050
Misin01G106300	AT2G44050
Misin01G106400	None
Misin01G106500	AT2G41250
Misin01G106600	AT5G28540
Misin01G106700	AT1G73885
Misin01G106800	None
Misin01G106900	None
Misin01G107000	AT4G39670
Misin01G107100	AT3G18480
Misin01G107200	None
Misin01G107300	AT1G25440
Misin01G107400	AT1G49340
Misin01G107500	None
Misin01G107600	AT5G60550
Misin01G107700	AT1G62020
Misin01G107800	None
Misin01G107900	AT4G22760
Misin01G108000	AT1G14900
Misin01G108100	AT3G17850
Misin01G108200	AT5G37710
Misin01G108300	AT4G37110
Misin01G108400	AT1G70650
Misin01G108500	AT1G23260
Misin01G108600	AT1G48480
Misin01G108700	None
Misin01G108800	AT1G70730
Misin01G108900	AT5G37600
Misin01G109000	None
Misin01G109100	None
Misin01G109200	None
Misin01G109300	None
Misin01G109400	None
Misin01G109500	AT1G11510
Misin01G109600	AT1G48570
Misin01G109700	AT1G65820
Misin01G109800	AT3G20650
Misin01G109900	AT2G02850
Misin01G110000	AT2G02850
Misin01G110100	AT2G02850
Misin01G110200	AT1G13340
Misin01G110300	AT4G33280
Misin01G110400	None
Misin01G110500	AT1G13330
Misin01G110600	AT2G33730
Misin01G110700	AT1G18170
Misin01G110800	AT1G18180
Misin01G110900	None
Misin01G111000	AT1G65770
Misin01G111100	None
Misin01G111200	None
Misin01G111300	None
Misin01G111400	AT2G01490
Misin01G111500	AT2G06925
Misin01G111600	None
Misin01G111700	None
Misin01G111800	AT5G61170
Misin01G111900	AT3G17970
Misin01G112000	None
Misin01G112100	None
Misin01G112200	None
Misin01G112300	AT1G18470
Misin01G112400	None
Misin01G112500	AT3G18550
Misin01G112600	AT5G22090
Misin01G112700	AT1G77740
Misin01G112800	AT4G08180
Misin01G112900	None
Misin01G113000	AT1G77720
Misin01G113100	AT2G17900
Misin01G113200	AT3G26070
Misin01G113300	AT5G14320
Misin01G113400	None
Misin01G113500	AT4G09580
Misin01G113600	AT4G08500
Misin01G113700	None
Misin01G113800	AT5G10290
Misin01G113900	AT3G18080
Misin01G114000	AT3G18080
Misin01G114100	AT3G18080
Misin01G114200	None
Misin01G114300	AT1G55020
Misin01G114400	AT1G55020
Misin01G114500	AT5G03280
Misin01G114600	AT5G03280
Misin01G114700	AT5G19820
Misin01G114800	AT2G32150
Misin01G114900	AT4G02725
Misin01G115000	AT2G13600
Misin01G115100	None
Misin01G115200	AT3G06470
Misin01G115300	AT5G11760
Misin01G115400	AT1G44770
Misin01G115500	AT1G66340
Misin01G115600	AT1G10900
Misin01G115700	AT1G15200
Misin01G115800	None
Misin01G115900	None
Misin01G116000	None
Misin01G116100	None
Misin01G116200	AT5G65550
Misin01G116300	AT1G55000
Misin01G116400	AT1G03150
Misin01G116500	AT3G57610
Misin01G116600	AT3G18600
Misin01G116700	AT5G14520
Misin01G116800	AT3G27640
Misin01G116900	AT3G01570
Misin01G117000	AT4G22330
Misin01G117100	None
Misin01G117200	AT4G22330
Misin01G117300	None
Misin01G117400	AT2G41900
Misin01G117500	AT3G08990
Misin01G117600	AT3G11230
Misin01G117700	AT2G40090
Misin01G117800	None
Misin01G117900	None
Misin01G118000	AT3G20910
Misin01G118100	AT3G57500
Misin01G118200	None
Misin01G118300	AT3G26420
Misin01G118400	AT5G26240
Misin01G118500	AT4G14800
Misin01G118600	AT2G48130
Misin01G118700	AT2G48130
Misin01G118800	AT1G54520
Misin01G118900	AT3G26330
Misin01G119000	AT5G49910
Misin01G119100	AT5G27820
Misin01G119200	AT3G26360
Misin01G119300	AT5G62890
Misin01G119400	AT1G18970
Misin01G119500	AT2G01820
Misin01G119600	AT5G19860
Misin01G119700	AT3G47850
Misin01G119800	AT1G59650
Misin01G119900	AT5G27700
Misin01G120000	AT1G55265
Misin01G120100	AT1G74800
Misin01G120200	AT2G28150
Misin01G120300	AT3G26510
Misin01G120400	AT3G28455
Misin01G120500	AT5G39990
Misin01G120600	AT1G74790
Misin01G120700	AT5G19010
Misin01G120800	AT3G26510
Misin01G120900	AT4G38062
Misin01G121000	AT1G48320
Misin01G121100	AT4G33640
Misin01G121200	AT1G27150
Misin01G121300	AT3G61130
Misin01G121400	AT4G15940
Misin01G121500	AT1G47420
Misin01G121600	AT5G16540
Misin01G121700	AT3G14470
Misin01G121800	AT3G14470
Misin01G121900	AT5G62670
Misin01G122000	AT5G15070
Misin01G122100	None
Misin01G122200	AT1G74740
Misin01G122300	None
Misin01G122400	None
Misin01G122500	None
Misin01G122600	None
Misin01G122700	None
Misin01G122800	None
Misin01G122900	AT5G62680
Misin01G123000	AT1G27070
Misin01G123100	AT1G67350
Misin01G123200	AT4G32820
Misin01G123300	AT5G09570
Misin01G123400	AT2G23970
Misin01G123500	AT4G38020
Misin01G123600	None
Misin01G123700	None
Misin01G123800	AT1G32550
Misin01G123900	AT3G07870
Misin01G124000	None
Misin01G124100	AT5G62720
Misin01G124200	AT5G04500
Misin01G124300	None
Misin01G124400	AT5G22830
Misin01G124500	None
Misin01G124600	None
Misin01G124700	None
Misin01G124800	AT3G21175
Misin01G124900	AT3G53090
Misin01G125000	AT3G53090
Misin01G125100	AT3G53100
Misin01G125200	AT5G48930
Misin01G125300	AT1G48410
Misin01G125400	AT1G48410
Misin01G125500	AT2G28120
Misin01G125600	AT5G07010
Misin01G125700	None
Misin01G125800	AT4G34610
Misin01G125900	AT1G19700
Misin01G126000	None
Misin01G126100	AT4G17570
Misin01G126200	AT3G04710
Misin01G126300	AT1G64940
Misin01G126400	AT2G29630
Misin01G126500	AT3G50760
Misin01G126600	AT1G19310
Misin01G126700	AT5G41770
Misin01G126800	None
Misin01G126900	AT2G22880
Misin01G127000	AT1G61255
Misin01G127100	AT2G14660
Misin01G127200	AT5G65880
Misin01G127300	None
Misin01G127400	AT3G58500
Misin01G127500	AT4G10810
Misin01G127600	AT5G15830
Misin01G127700	None
Misin01G127800	None
Misin01G127900	None
Misin01G128000	None
Misin01G128100	AT4G37740
Misin01G128200	AT2G14520
Misin01G128300	None
Misin01G128400	AT1G58520
Misin01G128500	None
Misin01G128600	AT4G08150
Misin01G128700	AT1G58370
Misin01G128800	AT4G37850
Misin01G128900	AT3G22960
Misin01G129000	AT1G16630
Misin01G129100	None
Misin01G129200	None
Misin01G129300	AT4G37810
Misin01G129400	AT4G37850
Misin01G129500	AT2G18390
Misin01G129600	AT2G21660
Misin01G129700	None
Misin01G129800	AT1G79120
Misin01G129900	AT3G12920
Misin01G130000	AT3G50690
Misin01G130100	AT4G23180
Misin01G130200	None
Misin01G130300	AT3G46940
Misin01G130400	AT3G44220
Misin01G130500	AT4G34460
Misin01G130600	AT5G55130
Misin01G130700	AT4G34480
Misin01G130800	AT1G20460
Misin01G130900	AT3G61590
Misin01G131000	None
Misin01G131100	None
Misin01G131200	AT1G31260
Misin01G131300	AT2G04032
Misin01G131400	AT1G13980
Misin01G131500	AT2G30880
Misin01G131600	AT2G35640
Misin01G131700	AT4G19640
Misin01G131800	AT1G31300
Misin01G131900	None
Misin01G132000	None
Misin01G132100	AT1G01060
Misin01G132200	AT5G45110
Misin01G132300	None
Misin01G132400	AT3G22190
Misin01G132400	None
Misin01G132500	None
Misin01G132600	AT3G52060
Misin01G132700	AT3G44150
Misin01G132800	None
Misin01G132900	AT5G06510
Misin01G133000	None
Misin01G133100	None
Misin01G133200	AT5G37870
Misin01G133300	AT5G37870
Misin01G133400	AT2G27210
Misin01G133500	AT4G21710
Misin01G133600	None
Misin01G133700	AT2G27210
Misin01G133800	AT5G37870
Misin01G133900	AT5G37930
Misin01G134000	AT1G30300
Misin01G134100	None
Misin01G134200	None
Misin01G134300	None
Misin01G134400	None
Misin01G134500	AT5G46180
Misin01G134600	AT1G78380
Misin01G134700	AT2G34610
Misin01G134800	AT2G42800
Misin01G134900	AT2G45110
Misin01G135000	None
Misin01G135100	AT2G34590
Misin01G135200	AT5G38640
Misin01G135300	AT1G78390
Misin01G135400	None
Misin01G135500	AT3G04610
Misin01G135600	AT4G19540
Misin01G135700	AT4G26570
Misin01G135800	AT3G26590
Misin01G135900	AT4G36860
Misin01G136000	AT1G47510
Misin01G136100	None
Misin01G136200	AT1G49410
Misin01G136300	AT4G34370
Misin01G136400	None
Misin01G136500	AT4G34370
Misin01G136600	AT1G47550
Misin01G136700	AT2G30580
Misin01G136800	AT3G54650
Misin01G136900	AT5G49690
Misin01G137000	AT3G04730
Misin01G137100	None
Misin01G137200	AT1G04240
Misin01G137300	AT1G47720
Misin01G137400	AT5G28750
Misin01G137500	AT4G14580
Misin01G137600	AT2G42920
Misin01G137700	AT3G22942
Misin01G137800	AT2G37450
Misin01G137900	AT5G64700
Misin01G138000	AT3G22810
Misin01G138100	AT4G14750
Misin01G138200	AT3G24480
Misin01G138300	AT3G22790
Misin01G138400	None
Misin01G138500	AT3G13050
Misin01G138600	AT3G13050
Misin01G138700	AT3G22780
Misin01G138800	AT3G22750
Misin01G138900	None
Misin01G139000	AT4G21660
Misin01G139100	AT3G48880
Misin01G139200	AT1G16905
Misin01G139300	None
Misin01G139400	None
Misin01G139500	AT2G20180
Misin01G139600	AT3G04710
Misin01G139700	AT5G11050
Misin01G139800	AT4G20380
Misin01G139900	AT1G79050
Misin01G140000	AT5G44560
Misin01G140100	None
Misin01G140200	AT3G54950
Misin01G140300	AT5G19000
Misin01G140400	AT3G54950
Misin01G140500	AT5G58230
Misin01G140600	AT3G29130
Misin01G140700	AT2G34710
Misin01G140800	AT4G05410
Misin01G140900	AT4G21120
Misin01G141000	AT1G30440
Misin01G141100	AT2G32010
Misin01G141200	AT1G67580
Misin01G141300	AT1G17980
Misin01G141400	AT3G22640
Misin01G141500	AT3G22600
Misin01G141600	AT3G22600
Misin01G141700	AT3G22590
Misin01G141800	AT2G32030
Misin01G141900	AT2G32020
Misin01G142000	AT3G22550
Misin01G142100	None
Misin01G142200	AT3G22540
Misin01G142300	None
Misin01G142400	AT3G56210
Misin01G142500	None
Misin01G142600	AT1G69630
Misin01G142700	AT1G07750
Misin01G142800	None
Misin01G142900	AT1G79160
Misin01G143000	AT4G12410
Misin01G143100	AT1G79130
Misin01G143200	AT1G28590
Misin01G143300	AT1G56150
Misin01G143400	AT1G56150
Misin01G143500	AT1G60995
Misin01G143600	AT1G16520
Misin01G143700	AT2G30130
Misin01G143800	AT5G27990
Misin01G143900	AT5G47430
Misin01G144000	None
Misin01G144100	None
Misin01G144200	AT2G32090
Misin01G144300	AT4G14890
Misin01G144400	AT1G12740
Misin01G144500	AT3G05010
Misin01G144500	AT5G27210
Misin01G144600	AT1G12740
Misin01G144700	AT1G29860
Misin01G144800	AT2G44745
Misin01G144900	AT1G55520
Misin01G145000	AT4G26370
Misin01G145100	AT1G64760
Misin01G145200	AT5G17860
Misin01G145300	AT5G17840
Misin01G145400	AT2G27140
Misin01G145500	AT4G40042
Misin01G145600	None
Misin01G145700	AT5G20970
Misin01G145800	AT5G17920
Misin01G145900	AT4G38180
Misin01G146000	AT3G16610
Misin01G146100	AT1G07710
Misin01G146200	AT1G54410
Misin01G146300	AT3G03773
Misin01G146400	AT2G36900
Misin01G146500	AT5G39890
Misin01G146600	None
Misin01G146700	AT1G21230
Misin01G146800	AT5G39890
Misin01G146900	ArthCp053
Misin01G147000	AT5G04900
Misin01G147100	AT2G06020
Misin01G147200	AT1G28760
Misin01G147300	AT1G58030
Misin01G147400	AT5G18230
Misin01G147500	AT3G03680
Misin01G147600	AT2G41080
Misin01G147700	None
Misin01G147800	None
Misin01G147900	AT3G04440
Misin01G148000	AT3G58460
Misin01G148100	AT3G22980
Misin01G148200	AT2G38920
Misin01G148300	AT5G06560
Misin01G148400	AT1G11755
Misin01G148500	AT5G63370
Misin01G148600	AT3G11690
Misin01G148700	AT2G26580
Misin01G148800	AT1G52950
Misin01G148900	AT5G01420
Misin01G149000	AT3G15790
Misin01G149100	AT2G38680
Misin01G149200	AT3G11760
Misin01G149300	None
Misin01G149400	AT5G42630
Misin01G149500	AT3G18990
Misin01G149600	AT4G00260
Misin01G149700	AT3G18990
Misin01G149800	None
Misin01G149900	None
Misin01G150000	AT4G33280
Misin01G150100	AT4G34265
Misin01G150200	AT4G33280
Misin01G150300	AT1G66100
Misin01G150400	AT5G08005
Misin01G150500	AT4G33280
Misin01G150600	None
Misin01G150700	AT4G33280
Misin01G150800	AT3G18960
Misin01G150800	AT4G33280
Misin01G150900	AT4G33280
Misin01G151000	AT4G33280
Misin01G151100	AT1G21340
Misin01G151200	AT3G19000
Misin01G151300	AT3G19000
Misin01G151400	None
Misin01G151500	AT2G19940
Misin01G151600	AT2G14760
Misin01G151700	None
Misin01G151800	AT1G70210
Misin01G151900	AT1G15910
Misin01G152000	AT2G36620
Misin01G152100	AT4G00990
Misin01G152200	None
Misin01G152300	AT3G48710
Misin01G152400	AT3G11290
Misin01G152500	AT5G08100
Misin01G152600	None
Misin01G152700	None
Misin01G152800	AT2G37650
Misin01G152900	AT2G37650
Misin01G153000	None
Misin01G153100	AT2G37650
Misin01G153200	AT2G29065
Misin01G153300	AT1G69040
Misin01G153400	AT1G69070
Misin01G153500	AT2G03720
Misin01G153600	AT5G61430
Misin01G153700	AT5G15790
Misin01G153800	AT5G38900
Misin01G153900	AT3G02300
Misin01G154000	AT5G15650
Misin01G154100	None
Misin01G154200	AT1G13690
Misin01G154300	AT5G55840
Misin01G154400	AT3G30180
Misin01G154500	None
Misin01G154600	AT1G69200
Misin01G154700	AT1G69200
Misin01G154800	AT5G08040
Misin01G154900	AT1G74210
Misin01G154900	AT5G08030
Misin01G155000	AT1G62310
Misin01G155100	AT1G13570
Misin01G155200	None
Misin01G155300	AT5G08030
Misin01G155400	None
Misin01G155500	AT3G43240
Misin01G155600	AT5G55840
Misin01G155700	AT2G29900
Misin01G155800	None
Misin01G155900	None
Misin01G156000	AT1G45248
Misin01G156100	AT5G67390
Misin01G156200	AT5G67360
Misin01G156300	AT3G19540
Misin01G156400	AT1G10588
Misin01G156500	AT3G50590
Misin01G156600	None
Misin01G156700	AT2G14910
Misin01G156800	AT5G43080
Misin01G156900	None
Misin01G157000	AT5G67320
Misin01G157100	None
Misin01G157200	AT5G19485
Misin01G157300	AT2G14820
Misin01G157400	AT5G44370
Misin01G157500	AT5G67420
Misin01G157600	None
Misin01G157700	AT1G05260
Misin01G157800	None
Misin01G157900	AT3G18400
Misin01G158000	AT1G12740
Misin01G158100	AT1G12740
Misin01G158200	AT1G13110
Misin01G158300	AT3G26330
Misin01G158400	AT5G47790
Misin01G158500	AT1G13110
Misin01G158600	None
Misin01G158700	AT4G13500
Misin01G158800	AT5G47630
Misin01G158900	AT1G55930
Misin01G159000	AT1G21150
Misin01G159100	AT2G05100
Misin01G159200	AT3G07050
Misin01G159300	AT5G16320
Misin01G159400	None
Misin01G159500	AT1G66580
Misin01G159600	None
Misin01G159700	None
Misin01G159800	AT5G48385
Misin01G159900	AT5G47550
Misin01G160000	None
Misin01G160100	AT3G11440
Misin01G160200	None
Misin01G160300	AT2G32480
Misin01G160400	None
Misin01G160500	AT3G14470
Misin01G160600	AT3G14470
Misin01G160700	AT5G55050
Misin01G160800	AT5G37690
Misin01G160900	None
Misin01G161000	AT2G20815
Misin01G161100	AT5G19000
Misin01G161200	None
Misin01G161300	AT3G13677
Misin01G161400	AT2G20820
Misin01G161500	None
Misin01G161600	None
Misin01G161700	AT2G20830
Misin01G161800	AT2G37650
Misin01G161900	None
Misin01G162000	AT1G61250
Misin01G162100	AT1G61250
Misin01G162200	None
Misin01G162300	None
Misin01G162400	None
Misin01G162500	AT1G52870
Misin01G162600	AT3G03300
Misin01G162700	AT3G03300
Misin01G162800	AT3G56190
Misin01G162900	AT2G07050
Misin01G163000	AT1G78960
Misin01G163100	None
Misin01G163200	AT5G65590
Misin01G163300	AT5G20480
Misin01G163400	AT2G35610
Misin01G163500	AT3G15840
Misin01G163600	AT2G04630
Misin01G163700	None
Misin01G163800	AT3G62010
Misin01G163900	None
Misin01G164000	None
Misin01G164100	AT3G20150
Misin01G164200	AT3G20150
Misin01G164300	AT1G50575
Misin01G164400	AT3G02870
Misin01G164500	AT2G03270
Misin01G164600	AT3G11710
Misin01G164700	AT5G47320
Misin01G164800	AT3G55400
Misin01G164900	AT1G47710
Misin01G165000	AT1G47710
Misin01G165100	None
Misin01G165200	AT4G33950
Misin01G165300	None
Misin01G165400	None
Misin01G165500	AT1G04420
Misin01G165600	AT1G47720
Misin01G165700	AT5G66870
Misin01G165800	AT5G66860
Misin01G165900	AT2G33835
Misin01G166000	AT3G24315
Misin01G166100	AT1G11650
Misin01G166200	None
Misin01G166300	AT5G08020
Misin01G166400	AT2G22330
Misin01G166500	AT3G21690
Misin01G166600	AT3G21690
Misin01G166700	AT3G21690
Misin01G166800	AT3G21690
Misin01G166900	None
Misin01G167000	None
Misin01G167100	AT3G21690
Misin01G167200	None
Misin01G167300	None
Misin01G167400	AT3G14460
Misin01G167500	AT3G48180
Misin01G167600	AT4G13420
Misin01G167700	None
Misin01G167800	AT4G13420
Misin01G167900	None
Misin01G168000	AT1G05170
Misin01G168100	None
Misin01G168200	None
Misin01G168300	AT2G25680
Misin01G168400	None
Misin01G168500	AT2G25680
Misin01G168600	None
Misin01G168700	AT3G20500
Misin01G168800	None
Misin01G168900	None
Misin01G169000	AT4G05160
Misin01G169100	AT5G54880
Misin01G169200	AT1G50740
Misin01G169300	AT2G25680
Misin01G169400	None
Misin01G169500	None
Misin01G169600	None
Misin01G169700	None
Misin01G169800	AT4G39950
Misin01G169900	AT4G21780
Misin01G170000	AT3G17940
Misin01G170100	AT3G14460
Misin01G170200	AT2G26680
Misin01G170300	AT3G19090
Misin01G170400	None
Misin01G170500	AT4G21790
Misin01G170600	AT3G10010
Misin01G170700	AT3G53700
Misin01G170800	AT1G61790
Misin01G170900	AT2G04865
Misin01G171000	AT3G22060
Misin01G171100	AT4G01897
Misin01G171200	None
Misin01G171300	AT5G17820
Misin01G171400	AT5G63380
Misin01G171500	AT5G19000
Misin01G171600	AT2G46760
Misin01G171700	AT3G48880
Misin01G171800	AT4G19590
Misin01G171900	AT1G42480
Misin01G172000	AT1G11260
Misin01G172100	None
Misin01G172200	AT1G11800
Misin01G172300	AT5G42510
Misin01G172400	AT3G53480
Misin01G172500	AT1G56150
Misin01G172600	AT2G33800
Misin01G172700	AT2G33830
Misin01G172800	None
Misin01G172900	AT1G78560
Misin01G173000	AT1G03750
Misin01G173100	AT3G06170
Misin01G173200	AT3G05680
Misin01G173300	AT3G05975
Misin01G173400	AT2G33820
Misin01G173500	None
Misin01G173600	AT2G45560
Misin01G173700	AT5G13570
Misin01G173800	AT5G21950
Misin01G173900	None
Misin01G174000	None
Misin01G174100	AT2G17200
Misin01G174200	None
Misin01G174300	None
Misin01G174400	AT2G23070
Misin01G174400	AT3G50000
Misin01G174500	AT3G20050
Misin01G174600	AT1G21000
Misin01G174700	AT1G33730
Misin01G174800	AT2G45550
Misin01G174900	AT3G61040
Misin01G175000	AT2G45570
Misin01G175100	None
Misin01G175200	AT1G65770
Misin01G175300	AT1G17530
Misin01G175400	AT4G27720
Misin01G175500	AT3G05210
Misin01G175600	AT4G10730
Misin01G175700	AT5G41950
Misin01G175800	AT5G53560
Misin01G175900	AT5G41940
Misin01G176000	AT4G24130
Misin01G176100	AT5G09590
Misin01G176200	AT1G64660
Misin01G176300	AT5G53580
Misin01G176400	None
Misin01G176500	None
Misin01G176600	None
Misin01G176700	AT5G23450
Misin01G176800	None
Misin01G176900	AT1G33250
Misin01G177000	AT1G76890
Misin01G177100	None
Misin01G177200	None
Misin01G177300	AT1G55520
Misin01G177400	AT4G36470
Misin01G177500	None
Misin01G177600	AT2G43400
Misin01G177700	AT1G62290
Misin01G177800	None
Misin01G177900	AT1G33260
Misin01G178000	None
Misin01G178100	AT1G64940
Misin01G178200	None
Misin01G178300	AT2G46080
Misin01G178400	None
Misin01G178500	AT4G10380
Misin01G178600	None
Misin01G178700	AT4G39050
Misin01G178800	AT4G34660
Misin01G178900	AT3G28210
Misin01G179000	AT2G21350
Misin01G179100	AT5G10530
Misin01G179200	AT4G36220
Misin01G179300	AT4G36210
Misin01G179400	AT3G51120
Misin01G179500	AT4G36190
Misin01G179600	AT4G36195
Misin01G179700	AT4G36190
Misin01G179800	AT2G46700
Misin01G179900	None
Misin01G180000	AT2G46690
Misin01G180100	AT1G33170
Misin01G180200	AT1G06440
Misin01G180300	None
Misin01G180400	AT4G21390
Misin01G180500	AT5G09810
Misin01G180600	None
Misin01G180700	None
Misin01G180800	None
Misin01G180900	None
Misin01G181000	None
Misin01G181100	None
Misin01G181200	None
Misin01G181300	None
Misin01G181400	AT5G24655
Misin01G181500	AT2G46910
Misin01G181600	AT3G49550
Misin01G181700	None
Misin01G181800	AT5G54090
Misin01G181900	None
Misin01G182000	None
Misin01G182100	AT2G01610
Misin01G182200	AT5G51510
Misin01G182300	AT3G60740
Misin01G182400	AT4G00180
Misin01G182500	AT3G60680
Misin01G182600	AT4G12420
Misin01G182700	AT2G35720
Misin01G182800	AT3G09280
Misin01G182900	AT3G09280
Misin01G183000	AT3G60600
Misin01G183100	AT4G16535
Misin01G183200	AT3G14470
Misin01G183300	AT1G33400
Misin01G183400	AT1G14610
Misin01G183500	AT1G33400
Misin01G183600	AT1G14610
Misin01G183700	None
Misin01G183800	AT5G23760
Misin01G183900	AT1G55630
Misin01G184000	None
Misin01G184100	AT5G38170
Misin01G184200	AT5G38170
Misin01G184300	None
Misin01G184400	AT5G41140
Misin01G184500	AT5G05980
Misin01G184600	AT5G17540
Misin01G184700	AT4G00570
Misin01G184800	AT1G63260
Misin01G184900	AT4G00660
Misin01G185000	AT3G48940
Misin01G185100	AT3G48880
Misin01G185200	AT3G48890
Misin01G185300	AT5G52240
Misin01G185400	AT1G58290
Misin01G185500	None
Misin01G185600	None
Misin01G185700	AT5G53490
Misin01G185800	AT1G07280
Misin01G185900	AT1G56450
Misin01G186000	None
Misin01G186100	AT2G23790
Misin01G186200	None
Misin01G186300	None
Misin01G186400	AT3G09920
Misin01G186500	AT2G20710
Misin01G186600	AT5G67470
Misin01G186700	None
Misin01G186800	AT2G33590
